CUST_INTRL_ID|CUST_TYPE_CD|JRSDCN_CD|TOTAL_TURNOVER|TOTAL_IN|TOTAL_IN_CT|TOTAL_OUT|TOTAL_OUT_CT|TOTAL_SAVING|SAVING_RATIO|STDDEV_MONTHLY|STABLE_INCOME|DORMACY_MONTHS|CASH_IN_RATIO|CASH_OUT_RATIO|WIRE_IN_RATIO|WIRE_OUT_RATIO
1619|FIN|FINS|738751133|311454532.2|22.080000000000002|427296600.59|292.25|-115842068.39|-0.16|0.42|1|0|0|0|0|0.03
1620|FIN|FINS|434285241|29122077.92|361.5|405163163.08|383.17|-376041085.17|-0.87|0.35000000000000003|1|0|0|0|0.78|0.41000000000000003
1621|FIN|FINS|9640112|4852595.83|11.17|4787515.95|6|65079.880000000005|0.01|0.56|1|0|0.9500000000000001|0.12|0.01|0.35000000000000003
1622|FIN|FINS|7397574|3841992.92|3.08|3555581.42|5.08|286411.5|0.04|0.79|1|0|0.56|0.59|0.38|0.2
1623|FIN|FINS|14180284|7114346.33|6.33|7065938|15.75|48408.33|0|0.48|1|0|0.03|0.77|0.93|0.1
1624|FIN|FINS|22603622|10907250|24.080000000000002|11696372.45|12.83|-789122.4500000001|-0.03|0.56|1|0|0.99|0.41000000000000003|0.01|0.3
1625|FIN|FINS|14497|7248.5|0.08|7248.5|0.08|0|0|0|0.08|4|0|0|0|0.5
1626|FIN|FINS|32024225|16037927.01|7.08|15986297.83|1372.5|51629.18|0|0.68|1|0|0|0|1|0.29
1627|FIN|FINS|43142309|39053229.14|466.58|4089079.67|4.33|34964149.48|0.81|0.87|1|0|0.59|0|0.36|0.08
1628|FIN|FINS|47513676|22869054.13|2.92|24644621.64|2|-1775567.51|-0.04|1.33|1|0|0|0|0.27|0.01
1629|FIN|FINS|8|8.33|0.08|0|0|8.33|1|0|0.08|1|1|0|0|0
1630|FIN|FINS|72099447|36064623.42|0.8300000000000001|36034823.67|0.8300000000000001|29799.75|0|1.75|0.67|1|0|0|1|0.5
1631|FIN|FINS|4293375|41.67|0.08|4293333.33|0.67|-4293291.67|-1|1.41|0.17|2|1|0|0|0
